title,Genre,rating,year
Into the Abyss,Documentary,5.0,2011
"Sign of Four, The",Adventure,3.0,1987
"Descendants, The",Comedy,4.0,2011
Like Crazy,Drama,2.5,2011
"Muppets, The",Children,2.6,2011
"Twilight Saga: Breaking Dawn - Part 1, The",Adventure,2.21,2011
War Horse,Drama,3.0,2011
"Rum Diary, The",Comedy,3.58,2011
Lifted,Animation,4.0,2006
Hipsters (Stilyagi),Drama,3.5,2008
Another Cinderella Story,Children,2.5,2008
Bunraku,Action,1.5,2010
"Sitter, The",Comedy,2.9,2011
Extremely Loud and Incredibly Close,Drama,2.75,2011
Play the Game,Comedy,4.0,2009
Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens),Adventure,3.75,1994
Asterix and the Vikings (Astérix et les Vikings),Adventure,5.0,2006
Happy Feet Two,Animation,5.0,2011
Arthur Christmas,Animation,0.5,2011
Violet & Daisy,Action,3.0,2011
Bullet to the Head,Action,1.5,2012
"Expendables 2, The",Action,3.5,2012
"Snowman, The",Animation,3.75,1982
The Hunger Games,Action,3.44,2012
"Dark Knight Rises, The",Action,3.99,2012
"Bourne Legacy, The",Action,3.14,2012
Sherlock Holmes: A Game of Shadows,Action,3.76,2011
Coriolanus,Drama,2.5,2011
Young Adult,Comedy,2.25,2011
New Year's Eve,Comedy,2.0,2011
Mission: Impossible - Ghost Protocol,Action,3.66,2011
We Bought a Zoo,Comedy,3.3,2011
"Girl with the Dragon Tattoo, The",Drama,3.49,2011
"Darkest Hour, The",Action,2.5,2011
Last Holiday,Comedy,4.0,1950
Alvin and the Chipmunks: Chipwrecked,Animation,1.0,2011
Salvation Boulevard,Comedy,1.5,2011
Friends with Kids,Comedy,3.67,2011
Girl Walks Into a Bar,Comedy,4.5,2011
Contraband,Action,3.0,2012
"Way South, The (De weg naar het zuiden)",Documentary,4.0,1981
Being Elmo: A Puppeteer's Journey,Documentary,3.5,2011
Joyful Noise,Comedy,1.5,2012
"Iron Lady, The",Drama,3.0,2011
Albatross,Drama,2.5,2011
"Revenant, The",Comedy,4.5,2009
Underworld: Awakening,Action,3.8,2012
"Grey, The",Action,2.92,2012
Man on a Ledge,Crime,3.17,2012
Sacrifice (Zhao shi gu er),Drama,2.5,2010
Haywire,Action,2.83,2011
Contact High,Comedy,3.0,2009
"Whistleblower, The",Drama,3.25,2010
Einstein and Eddington,Drama,3.5,2008
Apollo 18,Horror,2.0,2011
Seeking Justice,Action,2.0,2011
Red Tails,Action,1.5,2012
"Flowers of War, The (Jin líng shí san chai)",Drama,4.5,2011
Intouchables,Comedy,4.11,2011
One for the Money,Action,2.0,2012
"Innkeepers, The",Horror,2.75,2011
Puss in Boots (Nagagutsu o haita neko),Adventure,4.0,1969
Grave Encounters,Horror,3.17,2011
Chronicle,Action,3.38,2012
"Woman in Black, The",Drama,3.75,2012
Woman in Love (Rubbeldiekatz),Comedy,1.0,2011
"Art of Getting By, The",Drama,3.0,2011
All Watched Over by Machines of Loving Grace,Documentary,4.25,2011
Dylan Moran: Monster,Comedy,5.0,2004
Safe House,Action,3.38,2012
"Vow, The",Drama,2.67,2012
Louis C.K.: Live at the Beacon Theater,Comedy,4.3,2011
Pitfall (Otoshiana),Crime,3.5,1962
Monsieur Lazhar,Children,4.5,2011
"For a Good Time, Call...",Comedy,2.5,2012
Janie Jones,Drama,2.5,2010
Journey 2: The Mysterious Island,Action,0.5,2012
Perfect Sense,Drama,4.25,2011
Rollo and the Woods Sprite (Rölli ja metsänhenki),Children,2.0,2001
"Atomic Brain, The",Horror,3.5,1963
Ghost Rider: Spirit of Vengeance,Action,1.6,2012
Prayers for Bobby,Drama,3.5,2009
"Very Potter Musical, A",Comedy,4.25,2009
"Very Potter Sequel, A",Comedy,5.0,2010
Miss Nobody,Comedy,5.0,2010
"Civil War, The",Documentary,4.0,1990
Ro.Go.Pa.G.,Comedy,3.0,1963
"Women on the 6th Floor, The (Les Femmes du 6ème Étage)",Comedy,3.5,2010
Mega Shark vs. Crocosaurus,Action,1.5,2010
Red Hill,Crime,3.0,2010
Mickey's The Prince and the Pauper,Animation,2.0,1990
Gone,Drama,1.5,2012
Project X,Comedy,2.06,2012
Dr. Seuss' The Lorax,Animation,3.1,2012
"Big Year, The",Comedy,3.75,2011
Act of Valor,Action,3.75,2012
Trailer Park Boys,Comedy,5.0,1999
This Means War,Action,2.64,2012
John Carter,Action,3.09,2012
Goon,Comedy,3.25,2011
"Ledge, The",Drama,2.5,2011
21 Jump Street,Action,3.87,2012
"Jeff, Who Lives at Home",Comedy,4.0,2012
Lockout,Action,3.17,2012
"Snowtown (Snowtown Murders, The)",Crime,2.5,2011
Space Battleship Yamato,Action,3.0,2010
Jiro Dreams of Sushi,Documentary,4.1,2011
Damsels in Distress,Comedy,2.25,2011
Salmon Fishing in the Yemen,Comedy,1.5,2011
Wrath of the Titans,Action,2.62,2012
Detachment,Drama,4.0,2011
Iron Sky,Action,3.75,2012
Absentia,Horror,3.5,2011
American Reunion (American Pie 4),Comedy,2.62,2012
The Raid: Redemption,Action,4.33,2011
"Cabin in the Woods, The",Comedy,4.02,2012
God Bless America,Comedy,4.5,2011
"Three Stooges, The",Comedy,1.25,2012
"Raven, The",Mystery,2.0,2012
North & South,Drama,4.5,2004
"Big Bang, The",Action,1.5,2011
Mirror Mirror,Adventure,3.0,2012
Battleship,Action,2.33,2012
"Best Exotic Marigold Hotel, The",Comedy,3.88,2011
Comic-Con Episode IV: A Fan's Hope,Documentary,2.0,2011
Bully,Documentary,3.5,2011
Hysteria,Comedy,4.0,2011
Dante's Inferno: An Animated Epic,Action,3.0,2010
"Atomic Submarine, The",Sci-Fi,3.0,1959
"Five-Year Engagement, The",Comedy,2.5,2012
Think Like a Man,Comedy,2.5,2012
"Lucky One, The",Drama,4.0,2012
Safe,Action,3.5,2012
Dark Shadows,Comedy,2.5,2012
96 Minutes (2011),Drama,2.5,2011)
"Decoy Bride, The",Comedy,3.67,2011
Rocket Singh: Salesman of the Year,Comedy,4.0,2009
"Dictator, The",Comedy,3.56,2012
Walking with Monsters,Documentary,4.0,2005
Men in Black III (M.III.B.) (M.I.B.³),Action,3.28,2012
Snow White and the Huntsman,Action,2.83,2012
Sound of My Voice,Drama,3.5,2011
Eva,Drama,5.0,2011
"Pirates! Band of Misfits, The",Adventure,3.33,2012
Prometheus,Action,3.3,2012
"Pact, The",Horror,3.5,2012
Bernie,Comedy,3.5,2011
Inhale,Drama,2.5,2010
Take This Waltz,Drama,3.5,2011
Wanderlust,Comedy,3.0,2012
Moonrise Kingdom,Comedy,3.78,2012
Get the Gringo,Action,3.83,2012
Superman/Doomsday (2007),Action,4.0,2007)
"Thousand Words, A",Comedy,2.83,2012
Safety Not Guaranteed,Comedy,3.75,2012
Madagascar 3: Europe's Most Wanted,Adventure,3.39,2012
Your Sister's Sister,Comedy,4.0,2011
Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu),Action,3.5,1986
Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime),Action,3.25,1987
Superman/Batman: Public Enemies,Action,5.0,2009
Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken),Action,3.5,1988
Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu),Action,4.0,1990
Brave,Action,3.47,2012
Beauty and the Beast: The Enchanted Christmas,Animation,4.0,1997
Front of the Class,Drama,5.0,2008
Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen),Action,3.0,1990
Pocahontas II: Journey to a New World (1998),Adventure,2.0,1998)
What to Expect When You're Expecting,Comedy,3.0,2012
To Rome with Love,Comedy,3.0,2012
Abraham Lincoln: Vampire Hunter,Action,2.75,2012
First Position,Documentary,3.5,2011
Rock of Ages,Comedy,2.75,2012
Seeking a Friend for the End of the World,Comedy,4.17,2012
Presto,Animation,5.0,2008
Jack-Jack Attack,Adventure,4.5,2005
One Man Band,Animation,3.83,2005
Ted,Comedy,3.29,2012
Magic Mike,Drama,2.7,2012
Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi),Action,4.0,1992
Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô),Action,4.0,1991
Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin),Action,3.75,1992
Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen),Action,4.0,1993
Cleanskin,Crime,3.5,2012
"Amazing Spider-Man, The",Action,3.25,2012
Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu),Action,4.0,1993
Ice Age 4: Continental Drift,Adventure,2.92,2012
Beasts of the Southern Wild,Drama,3.36,2012
Savages,Crime,2.75,2012
"Firm, The",Drama,3.0,2009
Spirit Camp,Horror,4.5,2009
Geri's Game,Animation,4.17,1997
Some Guy Who Kills People,Comedy,4.5,2011
Treasure Island,Adventure,2.0,2012
"Watch, The",Comedy,3.0,2012
"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper",Children,3.0,1995
2 Days in New York,Comedy,2.5,2012
Killer Joe,Crime,4.5,2011
Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai),Action,4.0,1994
Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da),Action,4.0,1994
Anaconda: The Offspring,Action,0.5,2008
"Christmas Carol, A",Drama,3.0,1999
Goodbye Charlie,Comedy,5.0,1964
For the Birds,Animation,3.9,2000
Ruby Sparks,Comedy,3.5,2012
Total Recall,Action,3.19,2012
"Angels' Share, The",Comedy,4.0,2012
"Immature, The (Immaturi)",Comedy,3.5,2011
Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi),Action,4.0,1990
Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu),Action,3.25,1993
Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû),Action,2.0,1997
Sidewalls (Medianeras),Drama,3.67,2011
Skyfall,Action,3.81,2012
Hands Over the City (Le mani sulla città),Drama,4.5,1963
"Campaign, The",Comedy,3.44,2012
Brake,Crime,2.0,2012
Hope Springs,Comedy,1.0,2012
"Queen of Versailles, The",Documentary,2.0,2012
ParaNorman,Adventure,3.5,2012
Diary of a Wimpy Kid: Dog Days,Children,3.0,2012
Broken,Drama,4.5,2012
6 Days to Air: The Making of South Park,Documentary,4.0,2011
Premium Rush,Action,3.2,2012
"Odd Life of Timothy Green, The",Comedy,5.0,2012
Lawless,Crime,3.62,2012
Piranha 3DD (a.k.a. Piranha DD),Comedy,2.17,2012
Prime Suspect 3,Crime,3.0,1993
Searching for Sugar Man,Documentary,4.25,2012
Prime Suspect 6: The Last Witness,Drama,3.0,2003
Prime Suspect: The Lost Child,Drama,2.0,1995
Conception,Comedy,2.5,2011
Paradise Lost 3: Purgatory,Documentary,4.0,2011
"Words, The",Drama,4.0,2012
Pitch Perfect,Comedy,3.62,2012
Samsara,Documentary,3.83,2011
Runaway Brain (1995),Animation,5.0,1995)
Looper,Action,3.64,2012
That's My Boy,Comedy,2.5,2012
Robot & Frank,Comedy,3.0,2012
Resident Evil: Retribution,Action,3.75,2012
Lola Versus,Comedy,1.5,2012
"Master, The",Drama,3.92,2012
Dredd,Action,3.71,2012
End of Watch,Crime,3.92,2012
V/H/S,Horror,2.75,2012
"Perks of Being a Wallflower, The",Drama,3.82,2012
"Hunt, The (Jagten)",Drama,4.3,2012
Holy Motors,Drama,5.0,2012
Taken 2,Action,3.29,2012
House at the End of the Street,Horror,4.0,2012
My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),Comedy,5.0,2002
Love Lasts Three Years (L'amour dure trois ans),Comedy,3.5,2011
"Tall Man, The",Crime,1.5,2012
LOL,Comedy,3.5,2012
Rust and Bone (De rouille et d'os),Drama,0.5,2012
Marley,Documentary,3.5,2012
Frankenweenie,Animation,2.5,2012
Sinister,Horror,4.0,2012
"Thing: Terror Takes Shape, The",Documentary,1.0,1998
Hotel Transylvania,Animation,3.41,2012
Side by Side,Documentary,3.0,2012
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori),Action,3.5,1960
Argo,Drama,3.98,2012
Seven Psychopaths,Comedy,3.47,2012
Liberal Arts,Comedy,3.0,2012
Catch .44,Action,1.25,2011
[REC]³ 3 Génesis,Horror,3.0,2012
Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté),Adventure,2.5,2012
Paranormal Activity 4,Horror,3.0,2012
Alex Cross,Action,1.5,2012
Cloud Atlas,Drama,3.74,2012
'Hellboy': The Seeds of Creation,Action,4.0,2004
Silent Hill: Revelation 3D,Horror,3.0,2012
Here Comes the Boom,Action,2.57,2012
Mental,Comedy,2.0,2012
Killing Them Softly,Crime,3.12,2012
"Imposter, The",Documentary,4.75,2012
"Sessions, The (Surrogate, The)",Drama,4.0,2012
Smashed,Comedy,4.0,2012
Wreck-It Ralph,Animation,3.75,2012
Silver Linings Playbook,Comedy,3.72,2012
Flight,Drama,3.5,2012
Anna Karenina,Drama,3.0,2012
Life of Pi,Adventure,3.63,2012
"Man with the Iron Fists, The",Action,2.5,2012
"Bay, The",Horror,2.5,2012
Himizu,Children,3.5,2011
Jackass 3.5,Comedy,4.0,2011
Indie Game: The Movie,Documentary,3.0,2012
"Batman: The Dark Knight Returns, Part 1",Action,3.93,2012
Lincoln,Drama,4.5,2012
Nature Calls,Comedy,1.5,2012
Vamps,Comedy,1.5,2012
"Twilight Saga: Breaking Dawn - Part 2, The",Adventure,1.88,2012
10 Years,Comedy,3.5,2011
Red Dawn,Action,2.25,2012
Rise of the Guardians,Adventure,3.79,2012
"Fantastic Fear of Everything, A",Comedy,4.0,2012
Deadfall,Crime,1.5,2012
Byzantium,Drama,4.0,2012
Paperman,Animation,4.38,2012
"Fearless Hyena, The (Xiao quan guai zhao)",Action,3.0,1979
Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan),Action,3.0,1980
Hitchcock,Drama,3.5,2012
From Up on Poppy Hill (Kokuriko-zaka kara),Animation,4.5,2011
Redline,Action,4.5,2009
Winners and Sinners (Qi mou miao ji: Wu fu xing),Action,3.0,1983
My Lucky Stars (Fuk sing go jiu),Action,3.5,1985
"Money Money Money (L'aventure, c'est l'aventure)",Adventure,2.5,1972
"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A",Animation,2.5,2012
"Hobbit: An Unexpected Journey, The",Adventure,3.81,2012
Hyde Park on Hudson,Comedy,2.0,2012
How to Make Love to a Woman,Comedy,1.5,2010
Zero Dark Thirty,Action,4.11,2012
Fire with Fire,Action,1.5,2012
Warm Bodies,Comedy,3.5,2013
Wrong,Comedy,4.0,2012
Playing for Keeps,Comedy,3.0,2012
"Guilt Trip, The",Comedy,2.5,2012
Jack Reacher,Action,3.42,2012
Django Unchained,Action,3.94,2012
This Is 40,Drama,3.12,2012
I Bought a Vampire Motorcycle,Comedy,3.5,1990
Ice Cream Man,Comedy,3.5,1995
"Impossible, The (Imposible, Lo)",Drama,3.67,2012
"Misérables, Les",Drama,3.5,2012
Campfire Tales,Horror,4.0,1997
Parental Guidance,Comedy,2.0,2012
John Dies at the End,Comedy,4.0,2012
"Misérables, Les",Drama,2.25,2000
Promised Land,Drama,3.0,2012
English Vinglish,Comedy,5.0,2012
Fish Story (Fisshu sutôrî),Comedy,3.0,2009
Texas Chainsaw 3D,Horror,1.5,2013
Gangster Squad,Action,3.33,2013
"Iceman, The",Crime,3.5,2012
It's Such a Beautiful Day,Animation,4.25,2012
"Batman: The Dark Knight Returns, Part 2",Action,3.88,2013
Everything or Nothing: The Untold Story of 007,Documentary,3.0,2012
Codependent Lesbian Space Alien Seeks Same,Comedy,4.0,2011
"Last Stand, The",Action,3.25,2013
Upstream Color,Romance,3.17,2013
Shadow Dancer,Crime,3.0,2012
Human Planet,Documentary,4.0,2011
Comme un chef,Comedy,3.5,2012
Movie 43,Comedy,3.5,2013
"Pervert's Guide to Ideology, The",Documentary,3.5,2012
Sightseers,Comedy,4.5,2012
Hansel & Gretel: Witch Hunters,Action,2.9,2013
Jim Jefferies: Fully Functional (EPIX),Comedy,4.5,2012
Why Stop Now,Comedy,1.5,2012
Tabu,Drama,4.0,2012
Upside Down,Drama,3.0,2012
"Liability, The",Action,3.0,2012
Angst ,Drama,3.5,1983
Stand Up Guys,Comedy,2.5,2012
Side Effects,Crime,3.92,2013
Identity Thief,Comedy,2.88,2013
"ABCs of Death, The",Horror,3.5,2012
Beautiful Creatures,Drama,2.0,2013
"Good Day to Die Hard, A",Action,2.08,2013
21 and Over,Comedy,3.62,2013
Safe Haven,Drama,4.0,2013
Frozen Planet,Documentary,4.5,2011
"Act of Killing, The",Documentary,5.0,2012
Universal Soldier: Day of Reckoning,Action,4.0,2012
Escape from Planet Earth,Adventure,4.0,2013
Before Midnight,Drama,3.5,2013
Snitch,Action,3.5,2013
Dark Skies,Horror,3.0,2013
Oh Boy (A Coffee in Berlin),Comedy,3.5,2012
Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei),Adventure,4.75,2013
Maniac Cop 2,Action,5.0,1990
Jack the Giant Slayer,Adventure,2.2,2013
Wadjda,Drama,2.5,2012
"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott)",Comedy,2.5,2010
"Legend of Sleepy Hollow, The",Animation,2.0,1949
G.I. Joe: Retaliation,Action,3.0,2013
Stoker,Drama,3.75,2013
Oz the Great and Powerful,Action,3.08,2013
"Croods, The",Adventure,3.78,2013
"Incredible Burt Wonderstone, The",Comedy,2.83,2013
"Call, The",Drama,1.5,2013
Olympus Has Fallen,Action,2.88,2013
"First Time, The",Comedy,1.5,2012
Mezzo Forte,Action,3.0,1998
"Place Beyond the Pines, The",Crime,3.5,2012
"Brass Teapot, The",Comedy,2.0,2012
Phil Spector,Drama,2.0,2013
"Host, The",Action,2.5,2013
Admission,Comedy,3.0,2013
Evil Dead,Horror,3.25,2013
Trance,Crime,3.75,2013
"Perfect Plan, A (Plan parfait, Un)",Adventure,4.25,2012
Oblivion,Action,3.3,2013
Dark Tide,Adventure,1.5,2012
42,Drama,4.0,2013
Wolf Children (Okami kodomo no ame to yuki),Animation,4.0,2012
Disconnect,Drama,1.5,2012
"Invincible Iron Man, The",Animation,3.0,2007
Yongary: Monster from the Deep,Children,0.5,1967
Pain & Gain,Action,3.2,2013
Hulk Vs.,Animation,3.0,2009
Resolution,Horror,4.0,2012
Grabbers,Comedy,3.0,2012
Justice League: Doom (2012),Action,5.0,2012)
"Grandmaster, The (Yi dai zong shi)",Action,2.0,2013
This Is the End,Action,3.21,2013
Iron Man 3,Action,3.56,2013
"English Teacher, The",Comedy,2.0,2013
Mud,Adventure,4.33,2012
Bill Hicks: Revelations,Comedy,5.0,1993
Pawn,Crime,2.0,2013
Shaolin Temple (Shao Lin si),Action,4.5,1976
Syrup,Comedy,2.75,2013
"Great Gatsby, The",Drama,3.38,2013
Star Trek Into Darkness,Action,3.69,2013
"Internship, The",Comedy,3.55,2013
Darkon,Documentary,3.0,2006
Mimino,Comedy,4.0,1977
Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu),Adventure,4.5,1973
Only God Forgives,Drama,3.75,2013
"Hangover Part III, The",Comedy,3.38,2013
"Fast & Furious 6 (Fast and the Furious 6, The)",Action,3.36,2013
Epic,Adventure,3.0,2013
Captain America,Action,0.5,1979
Tie Xi Qu: West of the Tracks (Tiexi qu),Documentary,4.0,2003
"Rink, The",Comedy,3.5,1916
Captain America II: Death Too Soon,Action,0.5,1979
Down Terrace,Comedy,4.0,2009
Frances Ha,Comedy,2.5,2012
"Lords of Salem, The",Horror,2.5,2012
Behind the Candelabra,Drama,3.0,2013
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,Documentary,3.5,2000
With Great Power: The Stan Lee Story,Documentary,3.0,2012
After Earth,Action,1.0,2013
Now You See Me,Crime,3.41,2013
Inhuman Resources (Redd Inc.),Horror,4.5,2012
"Way, Way Back, The",Comedy,3.12,2013
Much Ado About Nothing,Comedy,3.0,2012
Man of Steel,Action,3.3,2013
"Kings of Summer, The",Comedy,3.5,2013
"Purge, The",Crime,3.25,2013
Rapture-Palooza,Comedy,3.0,2013
20 Feet from Stardom (Twenty Feet from Stardom),Documentary,4.25,2013
"Bling Ring, The",Crime,2.0,2013
Monsters University,Adventure,3.88,2013
Schlussmacher,Comedy,1.0,2013
Fullmetal Alchemist: The Sacred Star of Milos,Action,2.0,2011
Maniac,Horror,3.5,2012
Not Suitable for Children,Comedy,2.5,2012
Pacific Rim,Action,3.61,2013
LEGO Batman: The Movie - DC Heroes Unite,Action,3.0,2013
"Best Offer, The (Migliore offerta, La)",Thriller,4.0,2013
Adam and Eve (National Lampoon's Adam & Eve),Comedy,2.5,2005
World War Z,Action,3.03,2013
Elysium,Action,3.31,2013
Despicable Me 2,Animation,3.58,2013
White House Down,Action,2.92,2013
"World's End, The",Action,3.42,2013
Redemption (Hummingbird),Action,2.0,2013
"Heat, The",Action,3.42,2013
"Lone Ranger, The",Action,2.79,2013
Passion,Crime,1.0,2012
V/H/S/2,Horror,4.5,2013
"Knot, The",Comedy,1.5,2012
The Spectacular Now,Comedy,3.25,2013
"Lifeguard, The",Comedy,3.5,2013
Sharknado,Sci-Fi,1.88,2013
Craig Ferguson: I'm Here To Help,Comedy,5.0,2013
Stuck in Love,Comedy,4.0,2012
Class Act,Comedy,1.5,1992
Fruitvale Station,Drama,4.0,2013
R.I.P.D.,Action,1.83,2013
"Field in England, A",Drama,4.5,2013
"Conjuring, The",Horror,4.21,2013
Turbo,Adventure,2.5,2013
"Wolverine, The",Action,3.38,2013
Drinking Buddies,Comedy,2.33,2013
Red 2,Action,3.2,2013
Coffee Town,Comedy,2.25,2013
Revenge for Jolly!,Comedy,2.0,2012
2 Guns,Action,4.0,2013
Blue Jasmine,Drama,3.38,2013
"Great Beauty, The (Grande Bellezza, La)",Comedy,3.5,2013
3 dev adam (Three Giant Men) (1973),Action,0.5,1973)
Louis C.K.: Oh My God,Comedy,4.12,2013
Percy Jackson: Sea of Monsters,Adventure,1.75,2013
"Smurfs 2, The",Animation,1.88,2013
Alan Partridge: Alpha Papa,Comedy,4.0,2013
Man of Tai Chi,Action,3.25,2013
Batman: Mystery of the Batwoman,Action,3.0,2003
We're the Millers,Comedy,3.74,2013
Grown Ups 2,Comedy,3.4,2013
Kick-Ass 2,Action,3.45,2013
Riddick,Action,3.3,2013
Planes,Adventure,3.0,2013
Blackfish,Documentary,3.0,2013
"Wind Rises, The (Kaze tachinu)",Animation,4.0,2013
Jobs,Drama,2.5,2013
Lee Daniels' The Butler,Drama,1.5,2013
In a World...,Comedy,4.0,2013
About Time,Drama,3.93,2013
Justice League: Crisis on Two Earths,Action,3.25,2010
You're Next,Horror,3.75,2011
Maria Bamford: The Special Special Special!,Comedy,0.5,2012
Getaway,Action,1.0,2013
"Mystery of the Third Planet, The (Tayna tretey planety)",Adventure,5.0,1981
Rage of Honor,Action,2.0,1987
Gravity,Action,3.58,2013
What If,Comedy,2.67,2013
"History of Future Folk, The",Adventure,4.0,2012
Prisoners,Drama,4.16,2013
Austenland,Comedy,3.17,2013
Insidious: Chapter 2,Horror,3.0,2013
Rush,Action,3.82,2013
"Family, The",Action,3.5,2013
Short Term 12,Drama,3.75,2013
Collision Course,Action,1.5,1989
"To Do List, The",Comedy,2.5,2013
Inescapable,Action,1.0,2012
Nebraska,Adventure,4.12,2013
Enough Said,Comedy,3.0,2013
Don Jon,Comedy,3.12,2013
Mood Indigo (L'écume des jours),Drama,3.5,2013
"Century of the Self, The",Documentary,3.75,2002
Crystal Fairy & the Magical Cactus and 2012,Adventure,3.5,2013
Bad Milo (Bad Milo!),Comedy,1.0,2013
Runner Runner,Crime,2.25,2013
Blue Is the Warmest Color (La vie d'Adèle),Drama,3.25,2013
Cloudy with a Chance of Meatballs 2,Animation,2.25,2013
Captain Phillips,Adventure,4.05,2013
"All Dogs Christmas Carol, An",Animation,4.5,1998
Machete Kills (Machete 2),Action,4.0,2013
Filth,Comedy,4.5,2013
Escape Plan,Action,4.0,2013
"Thief of Paris, The (Le voleur)",Comedy,3.0,1967
Carrie,Drama,2.5,2013
UnHung Hero,Documentary,4.5,2013
"Counselor, The",Crime,1.5,2013
Escape From Tomorrow,Drama,3.0,2013
"Double, The",Comedy,4.0,2013
12 Years a Slave,Drama,3.62,2013
All Is Lost,Action,3.62,2013
Ender's Game,Action,3.44,2013
Jackass Presents: Bad Grandpa,Comedy,3.25,2013
Thor: The Dark World,Action,3.31,2013
Dallas Buyers Club,Drama,3.97,2013
"Selfish Giant, The",Drama,3.5,2013
Last Vegas,Comedy,2.0,2013
Philomena,Comedy,3.25,2013
"Book Thief, The",Children,3.0,2013
The Hunger Games: Catching Fire,Action,3.63,2013
"Hobbit: The Desolation of Smaug, The",Adventure,3.58,2013
47 Ronin,Action,2.64,2013
Delivery Man,Comedy,2.88,2013
Charlie Countryman,Action,1.5,2013
Red Flag,Comedy,4.5,2012
"Day of the Doctor, The",Adventure,4.57,2013
Guilty of Romance (Koi no tsumi) (2011),Crime,3.0,2011)
Frozen,Adventure,3.62,2013
Inside Llewyn Davis,Drama,3.64,2013
"Wolf of Wall Street, The",Comedy,3.92,2013
Homefront,Action,3.0,2013
Mandela: Long Walk to Freedom,Drama,3.75,2013
Evangelion: 3.0 You Can (Not) Redo,Action,2.5,2012
All is Bright,Comedy,1.5,2013
Tim's Vermeer,Documentary,4.0,2013
American Hustle,Crime,3.25,2013
"Secret Life of Walter Mitty, The",Adventure,4.0,2013
Her,Drama,3.92,2013
RoboGeisha (Robo-geisha),Action,3.0,2009
"Christmas Carol, A",Drama,0.5,1977
Lone Survivor,Action,3.0,2013
Saving Mr. Banks,Comedy,3.69,2013
Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6),Action,4.0,1964
Oldboy,Action,3.0,2013
Dampfnudelblues,Comedy,2.5,2013
Anchorman 2: The Legend Continues,Comedy,3.36,2013
Snowpiercer,Action,3.43,2013
Only Old Men Are Going to Battle (V boy idut odni stariki),Comedy,4.5,1973
Guest from the Future (Gostya iz buduschego),Adventure,4.0,1985
"Kidnapping, Caucasian Style (Kavkazskaya plennitsa)",Comedy,4.5,1967
Haunter,Horror,3.0,2013
Wrong Cops,Comedy,4.0,2013
"Muppet Christmas: Letters to Santa, A",Children,1.5,2008
Ninja: Shadow of a Tear,Action,4.5,2013
"Fuck You, Goethe (Fack Ju Göhte)",Comedy,2.75,2013
High School,Comedy,4.5,2010
Grudge Match,Comedy,2.5,2013
Highlander: The Search for Vengeance,Action,3.0,2007
Only Lovers Left Alive,Drama,5.0,2013
Cats,Musical,4.0,1998
MacGyver: Trail to Doomsday,Action,3.5,1994
Bad Karma,Thriller,2.0,2012
Hunting Elephants,Comedy,5.0,2013
Dragon Ball Z: Battle of Gods,Action,4.0,2013
Freezer,Action,2.0,2014
We Are What We Are,Drama,2.25,2013
Dragon ball Z 04: Lord Slug,Animation,4.0,1991
Chinese Puzzle (Casse-tête chinois),Comedy,5.0,2013
